715	-552458.0	S
716	-552378.0	S
717	-552474.0	S
718	-552442.0	S
719	-552522.0	S
720	-552480.0	S
721	-552496.0	S
722	-552488.0	S
723	-552488.0	S
724	-552436.0	S
725	-552570.0	S
726	-552438.0	S
727	-552314.0	S
728	-552372.0	S
729	-552418.0	S
730	-552414.0	S
731	-552452.0	S
732	-552400.0	S
733	-552400.0	S
734	-552436.0	S
735	-552542.0	S
736	-552444.0	S
737	-552458.0	S
738	-552448.0	S
739	-552432.0	S
740	-552412.0	S
741	-552420.0	S
742	-552386.0	S
743	-552522.0	S
744	-552668.0	S
745	-552490.0	S
746	-552524.0	S
747	-552402.0	S
748	-552446.0	S
749	-552430.0	S
750	-552252.0	S
751	-552564.0	S
752	-552412.0	S
753	-552442.0	S
754	-552554.0	S
755	-552502.0	S
756	-552472.0	S
757	-552544.0	S
758	-552472.0	S
759	-552328.0	S
760	-552404.0	S
761	-552374.0	S
762	-552556.0	S
763	-552520.0	S
764	-552468.0	S
765	-552380.0	S
766	-552480.0	S
767	-552560.0	S
768	-552498.0	S
769	-552518.0	S
770	-552504.0	S
771	-552468.0	S
772	-552568.0	S
773	-552464.0	S
774	-552566.0	S
775	-552502.0	S
776	-552464.0	S
777	-552492.0	S
778	-552498.0	S
779	-552496.0	S
780	-552426.0	S
781	-552524.0	S
782	-552426.0	S
783	-552464.0	S
784	-552436.0	S
785	-552490.0	S
786	-552566.0	S
787	-552500.0	S
788	-552558.0	S
789	-552578.0	S
790	-552480.0	S
791	-552602.0	S
792	-552534.0	S
793	-552522.0	S
794	-552574.0	S
795	-552568.0	S
796	-552480.0	S
797	-552454.0	S
798	-552446.0	S
799	-552502.0	S
800	-552388.0	S
801	-552486.0	S
802	-552442.0	S
803	-552578.0	S
804	-552432.0	S
805	-552502.0	S
806	-552586.0	S
807	-552508.0	S
808	-552424.0	S
809	-552476.0	S
810	-552344.0	S
811	-552356.0	S
812	-552306.0	S
813	-552502.0	S
814	-552518.0	S
815	-552462.0	S
816	-552504.0	S
817	-552398.0	S
818	-552492.0	S
819	-552486.0	S
820	-552466.0	S
821	-552512.0	S
822	-552464.0	S
823	-552472.0	S
824	-552438.0	S
825	-552414.0	S
826	-552444.0	S
827	-552578.0	S
828	-552592.0	S
829	-552516.0	S
830	-552514.0	S
831	-552498.0	S
832	-552562.0	S
833	-552506.0	S
834	-552488.0	S
835	-552344.0	S
836	-552484.0	S
837	-552532.0	S
838	-552494.0	S
839	-552406.0	S
840	-552512.0	S
841	-552442.0	S
842	-552442.0	S
843	-552474.0	S
844	-552410.0	S
845	-552406.0	S
846	-552418.0	S
847	-552456.0	S
848	-552520.0	S
849	-552432.0	S
850	-552350.0	S
851	-552456.0	S
852	-552558.0	S
853	-552478.0	S
854	-552466.0	S
855	-552580.0	S
856	-552496.0	S
857	-552548.0	S
858	-552504.0	S
859	-552474.0	S
860	-552438.0	S
861	-552384.0	S
862	-552414.0	S
863	-552506.0	S
864	-552524.0	S
865	-552496.0	S
866	-552548.0	S
867	-552554.0	S
868	-552388.0	S
869	-552552.0	S
870	-552494.0	S
871	-552312.0	S
872	-552456.0	S
873	-552462.0	S
874	-552508.0	S
875	-552572.0	S
876	-552436.0	S
877	-552578.0	S
878	-552424.0	S
879	-552574.0	S
880	-552474.0	S
881	-552544.0	S
882	-552526.0	S
883	-552422.0	S
884	-552358.0	S
885	-552588.0	S
886	-552464.0	S
887	-552398.0	S
888	-552484.0	S
889	-552552.0	S
890	-552522.0	S
891	-552432.0	S
892	-552380.0	S
893	-552622.0	S
894	-552516.0	S
895	-552404.0	S
896	-552526.0	S
897	-552374.0	S
898	-552550.0	S
899	-552390.0	S
900	-552408.0	S
901	-552512.0	S
902	-552544.0	S
903	-552482.0	S
904	-552436.0	S
905	-552388.0	S
906	-552380.0	S
907	-552440.0	S
908	-552380.0	S
909	-552450.0	S
910	-552512.0	S
911	-552462.0	S
912	-552558.0	S
913	-552412.0	S
914	-552346.0	S
915	-552372.0	S
916	-552482.0	S
917	-552462.0	S
918	-552556.0	S
919	-552420.0	S
920	-552390.0	S
921	-552478.0	S
922	-552528.0	S
923	-552524.0	S
924	-552350.0	S
925	-552456.0	S
926	-552376.0	S
927	-552434.0	S
928	-552454.0	S
929	-552516.0	S
930	-552404.0	S
931	-552512.0	S
932	-552356.0	S
933	-552408.0	S
934	-552428.0	S
935	-552298.0	S
936	-552452.0	S
937	-552440.0	S
938	-552600.0	S
939	-552414.0	S
940	-552446.0	S
941	-552440.0	S
942	-552240.0	S
943	-552366.0	S
